,Year,Month,MinDryBulbTemp_NewYork,MinWetBulbTemp_NewYork,MinDewPointTemp_NewYork,MinHumidity_NewYork,MinSeaLevelPressure_NewYork,MinStationPressure_NewYork,MinWindspeed_NewYork,DECADE
598,1997,11,271.4833333333333,269.26111111111106,261.4833333333333,28.0,29.32,29.28,0.0,1990
599,1997,12,268.15,266.4833333333333,259.26111111111106,31.0,28.94,28.91,0.0,1990
600,1998,1,264.26111111111106,262.59444444444443,257.59444444444443,30.0,29.51,29.47,0.0,1990
601,1998,2,265.3722222222222,263.7055555555555,252.03888888888886,19.0,29.25,29.21,0.0,1990
602,1998,3,266.4833333333333,264.26111111111106,256.4833333333333,29.0,29.32,29.28,0.0,1990
603,1998,4,276.4833333333333,274.26111111111106,267.59444444444443,25.0,29.31,29.28,0.0,1990
604,1998,5,280.92777777777775,279.26111111111106,272.59444444444443,23.0,29.48,29.44,0.0,1990
605,1998,6,284.81666666666666,279.26111111111106,273.15,29.0,29.37,29.34,0.0,1990
606,1998,7,290.92777777777775,287.0388888888889,278.7055555555555,25.0,29.47,29.44,0.0,1990
607,1998,8,289.26111111111106,285.3722222222222,280.92777777777775,32.0,29.72,29.68,0.0,1990
608,1998,9,285.3722222222222,280.3722222222222,272.0388888888889,26.0,29.49,29.46,0.0,1990
609,1998,10,279.26111111111106,277.0388888888889,270.3722222222222,25.0,29.62,29.59,0.0,1990
610,1998,11,275.92777777777775,273.7055555555555,267.0388888888889,23.0,29.49,29.46,0.0,1990
611,1998,12,265.3722222222222,263.15,254.2611111111111,24.0,29.37,29.34,0.0,1990
612,1999,1,261.4833333333333,259.81666666666666,250.3722222222222,24.0,29.49,29.45,0.0,1990
613,1999,2,263.15,261.4833333333333,250.92777777777775,21.0,29.2,29.3,0.0,1990
614,1999,3,265.3722222222222,263.7055555555555,255.92777777777775,17.0,29.18,29.15,0.0,1990
615,1999,4,275.3722222222222,273.15,260.92777777777775,18.0,29.51,29.48,0.0,1990
616,1999,5,282.0388888888889,278.7055555555555,269.81666666666666,24.0,29.49,29.47,0.0,1990
617,1999,6,287.59444444444443,285.3722222222222,276.4833333333333,26.0,29.53,29.52,0.0,1990
618,1999,7,290.92777777777775,282.59444444444443,271.4833333333333,22.0,29.62,29.61,0.0,1990
619,1999,8,288.7055555555555,284.81666666666666,276.4833333333333,23.0,29.61,29.6,0.0,1990
620,1999,9,284.26111111111106,280.92777777777775,268.15,17.0,29.05,29.6,0.0,1990
621,1999,10,278.15,275.92777777777775,267.0388888888889,26.0,29.46,29.45,0.0,1990
622,1999,11,272.0388888888889,271.4833333333333,262.0388888888889,20.0,29.45,29.42,0.0,1990
623,1999,12,265.92777777777775,265.3722222222222,257.0388888888889,27.0,29.57,29.55,0.0,1990
624,2000,1,258.15,257.0388888888889,250.92777777777775,25.0,29.18,29.15,0.0,2000
625,2000,2,267.0388888888889,264.26111111111106,253.70555555555552,23.0,29.51,29.56,0.0,2000
626,2000,3,268.15,265.3722222222222,257.0388888888889,22.0,29.05,29.18,0.0,2000
627,2000,4,272.59444444444443,273.15,262.0388888888889,16.0,29.31,29.38,0.0,2000
628,2000,5,280.92777777777775,278.15,267.0388888888889,24.0,29.47,29.47,0.0,2000
629,2000,6,283.15,282.0388888888889,274.26111111111106,25.0,29.68,29.67,0.0,2000
630,2000,7,289.26111111111106,285.92777777777775,269.26111111111106,18.0,29.69,29.66,0.0,2000
631,2000,8,289.26111111111106,285.92777777777775,278.7055555555555,31.0,29.75,29.74,0.0,2000
632,2000,9,280.3722222222222,278.15,271.4833333333333,21.0,29.6,29.58,0.0,2000
633,2000,10,275.92777777777775,273.7055555555555,265.92777777777775,31.0,29.77,29.75,0.0,2000
634,2000,11,269.81666666666666,267.59444444444443,260.92777777777775,30.0,29.45,29.44,0.0,2000
635,2000,12,263.7055555555555,262.59444444444443,255.92777777777775,28.0,29.21,29.2,0.0,2000
636,2001,1,267.0388888888889,265.3722222222222,258.7055555555555,36.0,29.43,29.5,0.0,2000
637,2001,2,264.26111111111106,262.0388888888889,253.14999999999998,25.0,29.54,29.6,0.0,2000
638,2001,3,269.26111111111106,266.4833333333333,258.15,22.0,29.23,29.21,0.0,2000
639,2001,4,275.3722222222222,272.59444444444443,263.15,17.0,29.61,29.59,0.0,2000
640,2001,5,280.3722222222222,279.26111111111106,272.0388888888889,24.0,29.74,29.74,0.0,2000
641,2001,6,285.92777777777775,281.4833333333333,274.81666666666666,23.0,29.61,29.59,0.0,2000
642,2001,7,287.59444444444443,283.15,277.59444444444443,29.0,29.6,29.6,0.0,2000
643,2001,8,292.59444444444443,288.7055555555555,281.4833333333333,29.0,29.72,29.72,0.0,2000
644,2001,9,284.26111111111106,282.0388888888889,275.92777777777775,33.0,29.69,29.68,0.0,2000
645,2001,10,278.15,275.3722222222222,264.81666666666666,13.0,29.56,29.53,0.0,2000
646,2001,11,275.92777777777775,273.15,265.3722222222222,21.0,29.73,29.76,0.0,2000
647,2001,12,267.0388888888889,265.3722222222222,257.0388888888889,30.0,29.18,29.18,0.0,2000
648,2002,1,268.15,267.0388888888889,258.7055555555555,24.0,29.31,29.32,0.0,2000
649,2002,2,265.92777777777775,264.81666666666666,253.70555555555552,19.0,29.47,29.53,0.0,2000
650,2002,3,265.92777777777775,264.26111111111106,253.70555555555552,19.0,29.54,29.57,0.0,2000
651,2002,4,273.15,269.81666666666666,260.92777777777775,24.0,29.47,29.46,0.0,2000
652,2002,5,279.26111111111106,277.0388888888889,265.92777777777775,15.0,29.41,29.42,0.0,2000
653,2002,6,285.92777777777775,283.15,276.4833333333333,22.0,29.51,29.5,0.0,2000
654,2002,7,290.3722222222222,285.92777777777775,278.7055555555555,25.0,29.74,29.73,0.0,2000
655,2002,8,289.26111111111106,287.59444444444443,280.92777777777775,28.0,29.73,29.71,0.0,2000
656,2002,9,285.92777777777775,283.7055555555555,277.59444444444443,25.0,29.39,29.37,0.0,2000
657,2002,10,275.92777777777775,274.26111111111106,266.4833333333333,32.0,29.23,29.41,0.0,2000
658,2002,11,269.81666666666666,268.15,259.81666666666666,22.0,29.33,29.32,0.0,2000
659,2002,12,266.4833333333333,264.81666666666666,255.92777777777775,27.0,29.01,29.08,0.0,2000
660,2003,1,259.81666666666666,258.7055555555555,252.03888888888886,20.0,29.05,29.07,0.0,2000
661,2003,2,260.3722222222222,258.7055555555555,248.14999999999998,26.0,29.08,29.35,0.0,2000
662,2003,3,262.0388888888889,260.92777777777775,250.92777777777775,24.0,29.42,29.44,0.0,2000
663,2003,4,272.0388888888889,270.3722222222222,259.26111111111106,14.0,29.47,29.47,0.0,2000
664,2003,5,280.3722222222222,278.7055555555555,263.15,17.0,29.38,29.35,0.0,2000
665,2003,6,283.7055555555555,281.4833333333333,276.4833333333333,31.0,29.29,29.26,0.0,2000
666,2003,7,290.92777777777775,283.7055555555555,279.26111111111106,32.0,29.7,29.67,0.0,2000
667,2003,8,289.26111111111106,285.3722222222222,276.4833333333333,23.0,29.74,29.72,0.0,2000
668,2003,9,284.26111111111106,283.15,279.81666666666666,35.0,29.67,29.65,0.0,2000
669,2003,10,276.4833333333333,273.7055555555555,268.15,32.0,29.15,29.11,0.0,2000
670,2003,11,273.15,270.3722222222222,260.3722222222222,25.0,29.24,29.21,0.0,2000
671,2003,12,268.15,266.4833333333333,259.26111111111106,26.0,29.12,29.08,0.0,2000
672,2004,1,255.92777777777775,255.92777777777775,250.3722222222222,28.0,29.39,29.38,0.0,2000
673,2004,2,264.26111111111106,262.0388888888889,252.03888888888886,19.0,29.49,29.47,0.0,2000
674,2004,3,269.81666666666666,267.0388888888889,256.4833333333333,18.0,29.5,29.5,0.0,2000
675,2004,4,272.0388888888889,269.81666666666666,259.26111111111106,15.0,29.3,29.3,0.0,2000
676,2004,5,279.81666666666666,277.0388888888889,266.4833333333333,23.0,29.54,29.51,0.0,2000
677,2004,6,285.92777777777775,283.7055555555555,274.26111111111106,22.0,29.64,29.63,0.0,2000
678,2004,7,290.92777777777775,288.7055555555555,283.15,31.0,29.52,29.5,0.0,2000
679,2004,8,289.26111111111106,285.92777777777775,278.15,31.0,29.67,29.64,0.0,2000
680,2004,9,284.26111111111106,282.0388888888889,278.15,30.0,29.65,29.65,0.0,2000
681,2004,10,279.81666666666666,277.59444444444443,268.15,26.0,29.34,29.32,0.0,2000
682,2004,11,272.0388888888889,269.81666666666666,262.0388888888889,27.0,29.22,29.19,0.0,2000
683,2004,12,262.0388888888889,260.3722222222222,253.14999999999998,26.0,29.35,29.33,0.0,2000
684,2005,1,258.15,257.0388888888889,250.3722222222222,29.0,29.41,29.38,0.0,2000
685,2005,2,264.81666666666666,263.15,257.0388888888889,28.0,29.47,29.44,0.0,2000
686,2005,3,264.81666666666666,262.59444444444443,255.92777777777775,24.0,29.04,29.01,0.0,2000
687,2005,4,276.4833333333333,272.59444444444443,260.92777777777775,12.0,29.16,29.12,0.0,2000
688,2005,5,279.81666666666666,275.3722222222222,265.3722222222222,24.0,29.58,29.55,0.0,2000
689,2005,6,285.3722222222222,284.26111111111106,276.4833333333333,30.0,29.52,29.49,0.0,2000
690,2005,7,290.3722222222222,288.15,282.59444444444443,27.0,29.68,29.66,0.0,2000
691,2005,8,292.59444444444443,288.15,280.92777777777775,28.0,29.48,29.45,0.0,2000
692,2005,9,284.26111111111106,280.92777777777775,274.26111111111106,25.0,29.64,29.61,0.0,2000
693,2005,10,278.15,275.3722222222222,268.7055555555555,24.0,29.33,29.3,0.0,2000
694,2005,11,268.15,265.3722222222222,256.4833333333333,26.0,28.93,28.9,0.0,2000
695,2005,12,264.26111111111106,262.59444444444443,255.92777777777775,23.0,29.24,29.22,0.0,2000
696,2006,1,264.81666666666666,263.15,255.92777777777775,20.0,29.14,29.11,0.0,2000
697,2006,2,264.81666666666666,262.59444444444443,253.14999999999998,19.0,29.28,29.25,0.0,2000
698,2006,3,268.7055555555555,266.4833333333333,258.15,21.0,29.39,29.36,0.0,2000
699,2006,4,275.3722222222222,273.7055555555555,263.7055555555555,9.0,29.41,29.38,0.0,2000
700,2006,5,282.0388888888889,278.15,267.0388888888889,17.0,29.43,29.4,0.0,2000
701,2006,6,285.92777777777775,281.4833333333333,275.92777777777775,24.0,29.58,29.55,0.0,2000
702,2006,7,290.92777777777775,288.7055555555555,283.7055555555555,29.0,29.68,29.65,0.0,2000
703,2006,8,290.3722222222222,285.3722222222222,277.59444444444443,24.0,29.72,29.69,0.0,2000
704,2006,9,285.3722222222222,281.4833333333333,273.7055555555555,26.0,29.58,29.54,0.0,2000
705,2006,10,278.7055555555555,275.3722222222222,265.3722222222222,21.0,29.11,29.05,0.0,2000
706,2006,11,274.81666666666666,273.15,264.81666666666666,25.0,29.41,29.37,0.0,2000
707,2006,12,267.59444444444443,265.3722222222222,257.59444444444443,22.0,29.36,29.34,0.0,2000
708,2007,1,261.4833333333333,259.81666666666666,253.14999999999998,28.0,29.53,29.49,0.0,2000
709,2007,2,261.4833333333333,259.81666666666666,248.14999999999998,18.0,29.22,29.12,0.0,2000
710,2007,3,263.15,260.92777777777775,250.3722222222222,8.0,29.33,29.3,0.0,2000
711,2007,4,273.15,270.3722222222222,259.81666666666666,11.0,28.62,28.58,0.0,2000
712,2007,5,282.0388888888889,277.0388888888889,264.81666666666666,13.0,29.59,29.56,0.0,2000
713,2007,6,287.59444444444443,283.15,274.26111111111106,21.0,29.38,29.34,0.0,2000
714,2007,7,289.26111111111106,284.81666666666666,278.15,26.0,29.62,29.59,0.0,2000
715,2007,8,287.0388888888889,285.3722222222222,279.26111111111106,26.0,29.65,29.62,0.0,2000
716,2007,9,285.92777777777775,282.59444444444443,275.3722222222222,21.0,29.63,29.6,0.0,2000
717,2007,10,279.26111111111106,276.4833333333333,268.7055555555555,31.0,29.4,29.36,0.0,2000
718,2007,11,270.92777777777775,268.7055555555555,260.3722222222222,22.0,29.43,29.39,0.0,2000
719,2007,12,267.0388888888889,265.3722222222222,257.59444444444443,30.0,29.13,29.1,0.0,2000
720,2008,1,263.7055555555555,261.4833333333333,253.14999999999998,20.0,29.45,29.42,0.0,2000
721,2008,2,262.0388888888889,259.81666666666666,250.3722222222222,22.0,29.25,29.21,0.0,2000
722,2008,3,270.92777777777775,267.59444444444443,257.0388888888889,17.0,29.23,29.18,0.0,2000
723,2008,4,275.3722222222222,270.92777777777775,257.0388888888889,11.0,29.44,29.41,0.0,2000
724,2008,5,280.3722222222222,275.92777777777775,266.4833333333333,17.0,29.32,29.28,0.0,2000
725,2008,6,288.15,285.3722222222222,275.3722222222222,23.0,29.66,29.63,0.0,2000
726,2008,7,293.7055555555555,288.15,277.59444444444443,22.0,29.56,29.53,0.0,2000
727,2008,8,289.26111111111106,284.81666666666666,277.0388888888889,26.0,29.64,29.6,0.0,2000
728,2008,9,285.3722222222222,282.59444444444443,276.4833333333333,30.0,29.45,29.42,0.0,2000
729,2008,10,277.0388888888889,273.7055555555555,267.0388888888889,21.0,29.2,29.17,0.0,2000
730,2008,11,269.26111111111106,267.59444444444443,260.3722222222222,30.0,29.37,29.34,0.0,2000
731,2008,12,263.15,261.4833333333333,254.2611111111111,30.0,29.36,29.31,0.0,2000
732,2009,1,259.81666666666666,258.7055555555555,250.92777777777775,23.0,29.13,29.1,0.0,2000
733,2009,2,263.15,261.4833333333333,254.81666666666663,24.0,29.29,29.26,0.0,2000
734,2009,3,263.15,261.4833333333333,253.70555555555552,16.0,29.33,29.29,0.0,2000
735,2009,4,275.3722222222222,272.0388888888889,260.92777777777775,15.0,29.15,29.12,0.0,2000
736,2009,5,282.0388888888889,278.15,270.3722222222222,17.0,29.51,29.47,0.0,2000
737,2009,6,284.81666666666666,278.7055555555555,270.92777777777775,27.0,29.44,29.4,0.0,2000
738,2009,7,289.26111111111106,285.92777777777775,278.15,23.0,29.65,29.62,0.0,2000
739,2009,8,290.92777777777775,285.92777777777775,278.15,31.0,29.71,29.68,0.0,2000
740,2009,9,284.26111111111106,280.92777777777775,275.3722222222222,22.0,29.44,29.41,0.0,2000
741,2009,10,277.0388888888889,275.92777777777775,268.7055555555555,29.0,29.46,29.43,0.0,2000
742,2009,11,277.0388888888889,274.26111111111106,268.7055555555555,30.0,29.37,29.34,0.0,2000
743,2009,12,264.81666666666666,263.15,254.2611111111111,25.0,29.21,29.18,0.0,2000
744,2010,1,263.15,261.4833333333333,253.14999999999998,27.0,29.22,29.19,0.0,2010
745,2010,2,265.3722222222222,263.7055555555555,257.0388888888889,27.0,28.89,28.86,0.0,2010
746,2010,3,272.0388888888889,268.15,258.15,11.0,29.3,29.27,0.0,2010
747,2010,4,278.7055555555555,274.81666666666666,264.26111111111106,14.0,29.26,29.22,0.0,2010
748,2010,5,279.81666666666666,275.92777777777775,263.7055555555555,14.0,29.43,29.39,0.0,2010
749,2010,6,288.15,284.26111111111106,275.3722222222222,23.0,29.36,29.33,0.0,2010
750,2010,7,290.92777777777775,285.92777777777775,277.59444444444443,17.0,29.74,29.71,0.0,2010
751,2010,8,290.92777777777775,287.59444444444443,279.81666666666666,24.0,29.6,29.56,0.0,2010
752,2010,9,288.15,283.15,275.92777777777775,20.0,29.48,29.44,0.0,2010
753,2010,10,279.81666666666666,276.4833333333333,268.15,18.0,29.43,29.4,0.0,2010
754,2010,11,275.92777777777775,272.0388888888889,263.15,14.0,29.37,29.33,0.0,2010
755,2010,12,267.0388888888889,265.3722222222222,258.15,31.0,29.11,29.07,0.0,2010
756,2011,1,260.3722222222222,259.26111111111106,252.59444444444443,30.0,29.36,29.34,0.0,2010
757,2011,2,264.26111111111106,262.59444444444443,253.14999999999998,14.0,29.21,29.18,0.0,2010
758,2011,3,265.92777777777775,263.7055555555555,252.59444444444443,19.0,29.44,29.4,0.0,2010
759,2011,4,273.7055555555555,271.4833333333333,264.81666666666666,23.0,29.23,29.19,0.0,2010
760,2011,5,281.4833333333333,278.7055555555555,268.15,22.0,29.55,29.52,0.0,2010
761,2011,6,285.92777777777775,282.0388888888889,272.59444444444443,20.0,29.69,29.65,0.0,2010
762,2011,7,292.0388888888889,286.4833333333333,279.81666666666666,22.0,29.64,29.61,0.0,2010
763,2011,8,289.81666666666666,286.4833333333333,279.81666666666666,26.0,28.62,28.59,0.0,2010
764,2011,9,284.26111111111106,280.92777777777775,274.26111111111106,30.0,29.6,29.56,0.0,2010
765,2011,10,273.7055555555555,273.15,267.59444444444443,22.0,29.34,29.3,0.0,2010
766,2011,11,275.92777777777775,272.59444444444443,264.26111111111106,26.0,29.57,29.54,0.0,2010
767,2011,12,268.15,265.92777777777775,257.0388888888889,26.0,29.34,29.29,0.0,2010
768,2012,1,263.15,261.4833333333333,252.59444444444443,26.0,29.25,29.21,0.0,2010
769,2012,2,267.59444444444443,265.3722222222222,256.4833333333333,23.0,29.36,29.32,0.0,2010
770,2012,3,270.3722222222222,267.59444444444443,252.59444444444443,11.0,29.46,29.43,0.0,2010
771,2012,4,277.59444444444443,273.7055555555555,261.4833333333333,13.0,29.14,29.11,0.0,2010
772,2012,5,283.15,279.81666666666666,269.81666666666666,15.0,29.49,29.46,0.0,2010
773,2012,6,285.3722222222222,282.59444444444443,279.81666666666666,24.0,29.61,29.57,0.0,2010
774,2012,7,290.3722222222222,288.7055555555555,283.15,24.0,29.57,29.54,0.0,2010
775,2012,8,292.0388888888889,288.15,278.15,22.0,29.75,29.72,0.0,2010
776,2012,9,287.0388888888889,282.59444444444443,274.26111111111106,30.0,29.57,29.53,0.0,2010
777,2012,10,278.7055555555555,275.3722222222222,267.0388888888889,30.0,28.58,28.54,0.0,2010
778,2012,11,273.7055555555555,271.4833333333333,264.26111111111106,33.0,29.56,29.52,0.0,2010
779,2012,12,271.4833333333333,269.26111111111106,262.0388888888889,28.0,29.15,29.08,0.0,2010
780,2013,1,262.0388888888889,260.3722222222222,251.48333333333332,17.0,29.05,29.02,0.0,2010
781,2013,2,265.92777777777775,263.7055555555555,255.92777777777775,26.0,29.49,29.46,0.0,2010
782,2013,3,271.4833333333333,268.15,257.59444444444443,19.0,29.47,29.43,0.0,2010
783,2013,4,274.26111111111106,270.92777777777775,255.92777777777775,13.0,29.62,29.58,0.0,2010
784,2013,5,280.3722222222222,277.59444444444443,263.15,15.0,29.65,29.62,0.0,2010
785,2013,6,285.92777777777775,283.15,275.92777777777775,24.0,29.46,29.42,0.0,2010
786,2013,7,290.92777777777775,287.0388888888889,279.26111111111106,24.0,29.55,29.52,0.0,2010
787,2013,8,289.81666666666666,285.3722222222222,278.15,28.0,29.7,29.67,0.0,2010
788,2013,9,283.15,279.81666666666666,273.7055555555555,26.0,29.64,29.6,0.0,2010
789,2013,10,278.7055555555555,275.3722222222222,267.59444444444443,23.0,29.62,29.58,0.0,2010
790,2013,11,268.7055555555555,266.4833333333333,256.4833333333333,17.0,29.36,29.32,0.0,2010
791,2013,12,266.4833333333333,264.81666666666666,255.3722222222222,29.0,29.49,29.42,0.0,2010
792,2014,1,257.59444444444443,256.4833333333333,247.03888888888886,25.0,29.31,29.29,0.0,2010
793,2014,2,260.92777777777775,259.26111111111106,249.2611111111111,22.0,29.02,28.99,0.0,2010
794,2014,3,262.59444444444443,260.92777777777775,252.59444444444443,20.0,29.02,28.99,0.0,2010
795,2014,4,273.15,270.3722222222222,261.4833333333333,14.0,29.4,29.36,0.0,2010
796,2014,5,283.15,278.7055555555555,268.7055555555555,18.0,29.65,29.61,0.0,2010
797,2014,6,287.0388888888889,283.15,272.0388888888889,19.0,29.64,29.61,0.0,2010
798,2014,7,291.4833333333333,286.4833333333333,279.26111111111106,27.0,29.51,29.47,0.0,2010
799,2014,8,290.92777777777775,285.92777777777775,279.81666666666666,27.0,29.64,29.6,0.0,2010
800,2014,9,285.3722222222222,281.4833333333333,277.0388888888889,33.0,29.6,29.57,0.0,2010
801,2014,10,279.81666666666666,276.4833333333333,270.92777777777775,29.0,29.49,29.46,0.0,2010
802,2014,11,267.59444444444443,265.3722222222222,256.4833333333333,19.0,29.5,29.47,0.0,2010
803,2014,12,269.26111111111106,267.0388888888889,255.92777777777775,29.0,29.48,29.44,0.0,2010
804,2015,1,259.81666666666666,258.7055555555555,251.48333333333332,27.0,29.27,29.24,0.0,2010
805,2015,2,257.0388888888889,255.92777777777775,247.59444444444443,27.0,29.39,29.36,0.0,2010
806,2015,3,263.7055555555555,262.0388888888889,255.92777777777775,15.0,29.55,29.51,0.0,2010
807,2015,4,274.26111111111106,271.4833333333333,262.0388888888889,15.0,29.46,29.43,0.0,2010
808,2015,5,282.0388888888889,278.15,267.0388888888889,15.0,29.74,29.71,0.0,2010
809,2015,6,283.15,282.0388888888889,274.26111111111106,25.0,29.63,29.6,0.0,2010
810,2015,7,290.92777777777775,285.92777777777775,278.7055555555555,24.0,29.55,29.52,0.0,2010
811,2015,8,292.0388888888889,288.7055555555555,280.92777777777775,26.0,29.72,29.68,0.0,2010
812,2015,9,286.4833333333333,283.7055555555555,275.92777777777775,28.0,29.64,29.6,0.0,2010
813,2015,10,276.4833333333333,273.7055555555555,265.92777777777775,26.0,29.51,29.48,0.0,2010
814,2015,11,274.26111111111106,271.4833333333333,261.4833333333333,27.0,29.53,29.5,0.0,2010
815,2015,12,274.26111111111106,271.4833333333333,263.7055555555555,32.0,29.36,29.33,0.0,2010
816,2016,1,263.15,262.0388888888889,254.81666666666663,18.0,29.3,29.27,0.0,2010
817,2016,2,255.92777777777775,254.81666666666663,247.59444444444443,26.0,29.22,29.19,0.0,2010
818,2016,3,270.3722222222222,267.59444444444443,257.59444444444443,21.0,29.45,29.41,0.0,2010
819,2016,4,270.3722222222222,267.59444444444443,257.59444444444443,11.0,29.23,29.2,0.0,2010
820,2016,5,279.81666666666666,276.4833333333333,269.26111111111106,21.0,29.59,29.56,0.0,2010
821,2016,6,286.4833333333333,282.59444444444443,274.81666666666666,15.0,29.44,29.4,0.0,2010
822,2016,7,292.0388888888889,288.7055555555555,280.3722222222222,25.0,29.71,29.68,0.0,2010
823,2016,8,293.15,287.59444444444443,281.4833333333333,29.0,29.67,29.64,0.0,2010
824,2016,9,287.59444444444443,283.15,272.59444444444443,25.0,29.8,29.77,0.0,2010
825,2016,10,278.7055555555555,275.3722222222222,268.15,27.0,29.37,29.34,0.0,2010
826,2016,11,276.4833333333333,273.15,265.3722222222222,18.0,29.52,29.48,0.0,2010
827,2016,12,265.92777777777775,263.7055555555555,252.03888888888886,27.0,29.45,29.42,0.0,2010
828,2017,1,264.81666666666666,263.15,256.4833333333333,28.0,29.3,29.27,0.0,2010
829,2017,2,265.92777777777775,263.7055555555555,256.4833333333333,21.0,29.29,29.26,0.0,2010
830,2017,3,264.81666666666666,262.59444444444443,251.48333333333332,14.0,29.13,29.1,0.0,2010
831,2017,4,277.0388888888889,274.81666666666666,265.92777777777775,19.0,29.21,29.17,0.0,2010
832,2017,5,282.0388888888889,278.7055555555555,269.81666666666666,22.0,29.37,29.34,0.0,2010
833,2017,6,284.26111111111106,282.59444444444443,274.81666666666666,23.0,29.57,29.54,0.0,2010
834,2017,7,289.81666666666666,288.15,283.15,30.0,29.71,29.68,0.0,2010
835,2017,8,289.26111111111106,286.4833333333333,279.81666666666666,32.0,29.74,29.71,0.0,2010
836,2017,9,285.92777777777775,282.59444444444443,275.92777777777775,28.0,29.7,29.67,0.0,2010
837,2017,10,280.92777777777775,277.59444444444443,270.3722222222222,22.0,29.01,28.88,0.0,2010
838,2017,11,269.81666666666666,267.59444444444443,259.81666666666666,26.0,29.22,29.18,0.0,2010
839,2017,12,260.92777777777775,259.81666666666666,253.14999999999998,29.0,29.41,29.37,0.0,2010
840,2018,1,258.7055555555555,257.59444444444443,250.3722222222222,23.0,29.25,29.22,0.0,2010
841,2018,2,264.81666666666666,262.59444444444443,255.3722222222222,25.0,29.56,29.53,0.0,2010
842,2018,3,271.4833333333333,268.15,253.14999999999998,18.0,29.25,29.21,0.0,2010
843,2018,4,273.15,270.3722222222222,260.3722222222222,15.0,29.42,29.38,0.0,2010
844,2018,5,283.7055555555555,279.26111111111106,268.7055555555555,12.0,29.72,29.69,0.0,2010
845,2018,6,284.26111111111106,283.15,275.92777777777775,22.0,29.61,29.57,0.0,2010
846,2018,7,290.92777777777775,285.92777777777775,278.7055555555555,22.0,29.75,29.7,0.0,2010
847,2018,8,293.15,288.7055555555555,280.92777777777775,31.0,29.67,29.64,0.0,2010
848,2018,9,287.0388888888889,284.26111111111106,279.81666666666666,42.0,29.72,29.68,0.0,2010
849,2018,10,278.7055555555555,275.3722222222222,265.92777777777775,27.0,29.47,29.43,0.0,2010
850,2018,11,264.81666666666666,263.15,254.2611111111111,28.0,29.32,29.29,0.0,2010
851,2018,12,269.81666666666666,267.59444444444443,260.92777777777775,36.0,29.2,29.16,0.0,2010
852,2019,1,257.59444444444443,256.4833333333333,245.92777777777775,24.0,29.25,29.2,0.0,2010
853,2019,2,262.0388888888889,259.81666666666666,250.3722222222222,25.0,29.36,29.34,0.0,2010
854,2019,3,264.81666666666666,263.7055555555555,253.70555555555552,12.0,29.3,29.27,0.0,2010
855,2019,4,274.26111111111106,270.92777777777775,258.7055555555555,12.0,29.31,29.27,0.0,2010
856,2019,5,278.7055555555555,278.15,272.0388888888889,20.0,29.65,29.6,0.0,2010
857,2019,6,287.0388888888889,282.0388888888889,271.4833333333333,21.0,29.42,29.39,0.0,2010
858,2019,7,293.15,288.7055555555555,282.59444444444443,27.0,29.69,29.65,0.0,2010
859,2019,8,289.26111111111106,286.4833333333333,280.92777777777775,29.0,29.66,29.62,0.0,2010
860,2019,9,285.3722222222222,281.4833333333333,267.0388888888889,16.0,29.73,29.69,0.0,2010
861,2019,10,280.92777777777775,278.15,270.92777777777775,24.0,29.19,29.08,0.0,2010
862,2019,11,269.26111111111106,267.0388888888889,255.3722222222222,18.0,29.23,29.2,0.0,2010
863,2019,12,265.3722222222222,263.7055555555555,257.59444444444443,26.0,29.18,29.15,0.0,2010
864,2020,1,275.3722222222222,272.0388888888889,264.81666666666666,41.0,29.64,29.61,8.0,2020
865,2020,2,,,,,,,,2020
866,2020,3,,,,,,,,2020
867,2020,4,,,,,,,,2020
868,2020,5,,,,,,,,2020
869,2020,6,,,,,,,,2020
870,2020,7,,,,,,,,2020
871,2020,8,,,,,,,,2020
872,2020,9,,,,,,,,2020
873,2020,10,,,,,,,,2020
874,2020,11,,,,,,,,2020
875,2020,12,,,,,,,,2020
